"","D01T02","D03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"IMP_31T33",1.5,0.8,0.2,4.2,0,3.9,1.7,1.1,1.6,0.5,1.1,0.4,0.9,0.7,10.8,0.5,0.2,0.1,0.4,0.1,0.1,3.5,1.6,0.1,14.9,8.7,3.7,1.8,2.9,1.2,0,1.2,0.8,3.1,0.8,7.7,0.8,2.8,3.4,4.2,1.1,2.3,0.5,2.7,0,280.7,0,0.5,68.4,0.3,15.9,0,0,466.4,0
"IMP_35",1.9,0.3,0,4.9,0,3.8,0.2,1.2,3.9,2.7,1.9,0.1,0.9,1.3,15.5,0.4,0.1,0,0.2,0.1,0.1,0.2,26.3,0.3,1.3,5.7,1.5,0.3,0.3,0.6,0,1.2,0.2,1.2,0.3,1.4,1.4,0.8,0.6,3,1,1.5,0.2,0.3,0,29.5,0,0,2.9,0,0.2,0,0,121.9,0
"IMP_36T39",0.3,0,0,0.2,0,0.3,0,0.1,0.2,0.1,0.3,0,0.2,0.1,3.2,0.2,0,0,0.1,0,0,0.1,0,0,0.7,0.6,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,1.6,0,0,1.6,0,0.1,0,0,11.4,0
"IMP_41T43",0.3,0.1,0,0.5,0,0.5,0,0.2,0.2,0.1,0.3,0,0.1,0.3,1.1,0.1,0,0,0.1,0,0,0.1,0.1,0,2,1.8,0.4,0.2,0.4,0.1,0,0.1,0.1,0.2,0.2,0.3,0.1,0.3,0.4,0.3,0.1,0.1,0.1,0.1,0,3.1,0,0,5.6,0,1.3,0,0,21.9,0
"IMP_45T47",128.3,30.9,1.5,50.8,0.1,178.2,26.8,17.8,49.6,95.5,91.2,12.9,54.3,23.5,133.8,16.7,4.9,3.4,13.2,5.6,4.5,15.2,24.2,1.2,190.6,180.8,122.7,47.5,35.4,8.5,0.6,29.6,9.8,13.8,16.8,16.9,6.7,22.1,33.7,35.4,7.4,31.6,5.6,13.4,0,1498.8,0.2,6.7,589.9,23.8,40.6,0,0,3972.9,0
"IMP_49",40.8,9.2,0.9,30.2,0,80.7,4.8,17.2,23.8,38.2,26.6,2.7,14.4,17.1,62.5,9.3,1.8,1.3,4.8,1.2,1.7,5.7,21.3,0.4,71.3,192.2,53.3,22.6,7.5,4.8,2.1,7.6,3,2,3.3,5.7,1.5,7.3,14,9.9,3.9,8.7,1.4,3.6,0,605.1,0,1.3,105.2,4.4,67.5,0,0,1625.6,0
"IMP_50",3.2,10,0.7,10.5,0,34.6,0.3,0.4,4.7,78.5,22,0.2,0.8,4.5,30.8,2.8,0.1,0.1,0.3,0.1,1.5,0.4,2.8,0,6.2,7.2,9.5,677.1,0.7,1,0.5,0.6,0.1,0.2,0.3,0.3,0.1,1,2.3,2.9,0.1,0.4,0.3,0.7,0,65,0,0.1,9.5,441.6,17.9,0,0,1455,0
"IMP_51",3.7,2.5,1,2.8,0,15.8,1.6,1.1,2.4,4.7,6,2.5,2.8,1.6,8.1,1.5,0.9,0.3,1.2,0.1,0.4,1,2.1,0.3,11.5,23.9,4.3,1.4,46.2,2.4,8.5,4.1,2.4,6.2,7.5,15.1,1.7,16.1,5.4,46.6,1,1.5,3,0.2,0,332.8,0,0.1,8.4,28.9,41.9,0,0,685.4,0
"IMP_52",7.5,4,0.2,6,0,19.3,1.7,5.1,6.7,10.3,7.2,2,3.3,3.2,16.6,2.2,0.4,0.3,1.2,0.2,0.4,1.3,4.5,0.1,15.5,79.4,39.5,75.6,20.3,17.1,0.7,1.5,0.6,0.8,1.1,1.1,0.4,1.9,2.3,2,0.4,1.6,0.3,0.9,0,160.5,0,0.3,28.7,9.4,3.2,0,0,568.8,0
"IMP_53",0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.1,0,0,0.1,0,0,0.1,0,0.2,0,0.1,0.1,0.1,0,0,0,0,0,1.2,0,0,0.3,0.1,1.3,0,0,5.1,0
"IMP_55T56",0.3,0.1,0,0.1,0,0.5,0,0,0.1,0.1,0.2,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.1,0.1,0,0,0.2,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0,0.1,0.2,0,0,5.5,0,0.1,0.7,0,287.6,0,0,298.3,0
"IMP_58T60",0.7,0.3,0,0.4,0,5.3,0.3,0.3,1.2,0.4,1.3,0.5,0.8,0.4,1.3,0.2,0.1,0,0.2,0.7,0,0.2,0.3,0.2,1.3,30.2,2.5,1.5,0.7,3.4,0.6,1.9,8.1,11,6.9,16.6,4.7,19,9,4.6,5,3.2,1.1,1.9,0,111.2,3.8,0.6,8.1,0,5.5,0,0,277.5,0
"IMP_61",0.3,0.1,0,0.3,0,0.7,0.1,0.1,0.1,0.1,0.3,0,0.1,0.1,0.7,0.1,0,0,0.1,0,0,0.1,0.1,0,1.1,2.9,0.7,0.2,0.3,0.3,0,0.4,1,20.2,0.8,1.7,0.3,1,0.8,1.2,0.3,0.4,0.1,0.3,0,35.4,0,0,2,0,17.6,0,0,92.6,0
"IMP_62T63",0.7,0.3,0.1,4.5,0,10.5,1,0.9,1.7,2.6,4,1.6,0.4,0.9,8.4,1.3,0.3,0.1,0.8,0.1,0.3,0.8,0.9,0.3,1.6,25.1,4.6,0.8,1.1,3.2,0.2,1.7,1.6,8,17.5,25.5,3.5,12.7,5.7,9.6,1.2,2.1,1.9,0.5,0,23.6,0,0.9,102.3,0.2,0.6,0,0,298.1,0
"IMP_64T66",13.8,3.2,0.6,9.1,0,16.4,1.5,2.1,4.4,9.6,4.5,0.5,2.4,1.8,15.1,1.3,0.5,0.3,0.8,0,0.3,1.6,5.5,0.8,24,56.3,13.4,2.2,2.3,7,0.2,5.4,1.6,7.1,5,131.4,23.4,15.1,20.1,11.3,6.8,6.9,2.6,2.1,0,265.2,0,6.2,1.1,0,16.6,0,0,729.2,0
"IMP_68",0.6,0.3,0,0.1,0,2.2,0.4,0.2,0.3,0.2,0.4,0.1,0.2,0.2,0.3,0.1,0.1,0,0.1,0,0,0.4,0.2,0,4.6,19.1,1,0.1,1,1.2,0.1,4.8,0.5,1.6,1.2,4.5,2.9,4.6,2.4,1.2,2.3,1.4,0.5,1.5,0,9.5,0,0,2,0,45.8,0,0,120.4,0
"IMP_69T75",3.1,0.9,1.2,10.3,0.4,19.9,1.9,2.5,2.8,5.1,7,2.4,1.6,2.4,28.5,1.7,0.5,0.2,1.5,2.1,0.3,1.3,2.5,0.7,22.1,63,3.2,0.8,2.7,2.6,0.6,5.5,3.3,9.1,7,18.2,10.3,30.7,10.3,3.5,2.9,4.2,3.9,2.7,0,47.8,0,1.5,44.9,0,7.8,0,0,409.5,0
"IMP_77T82",8.2,3.8,0.5,10.6,0,12.2,0.6,1.7,2.9,2.9,3.8,0.2,0.8,2.3,20.7,0.7,0.2,0.1,0.4,0,0.4,1,1.4,0.7,35.2,43.4,20.6,5.1,8.5,6.5,0.5,6.2,2.6,19.2,5.4,25.5,4.2,12.1,15.9,16.7,3.2,4.1,3.2,1.5,0,31.1,0,0,3.2,0.1,13,0,0,362.9,0
"IMP_84",0.8,0.2,0.1,18.6,0,1.8,0.1,0.4,0.5,0.5,1.2,0.2,0.6,0.6,58.9,1.7,0.3,0.2,0.5,0.1,0.1,0.5,0.3,0,3.6,3.2,1.1,0.9,0.4,0.3,0,0.2,0.4,0.4,0.4,0.9,0.2,1.4,0.5,0.5,0.2,0.3,0.7,0.2,0,13.7,0.1,0.2,5.2,0.2,3.5,0,0,126.9,0
"IMP_85",0.1,0,0,0.1,0,0.2,0,0,0.1,0,0.1,0,0,0,0.2,0,0,0,0,0.1,0,0,0.1,0,0.2,0.5,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0.5,0.2,0.1,0,0,0.3,0.1,0,1.8,0,0,2.8,0,44.3,0,0,52.6,0
"IMP_86T88",0.3,0.1,0,0.2,0,0.4,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.4,0,0,0,0,0,0,0,0.1,0,0.6,0.8,0.5,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,3.8,0,0,1.3,0,12.9,0,0,24.5,0
"IMP_90T93",0.2,0.1,0,0.2,0,0.3,0.1,0,0.1,0.1,0.2,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0.9,0.3,0.1,0.2,0.1,0,0.1,4.9,0.2,0.8,0.6,0.1,5.3,0.2,3.3,0.1,0.2,10.7,0.2,0,91.2,2.4,3.2,0.8,0,30.8,0,0,159.2,0
"IMP_94T96",0.5,0.1,0,0.2,0,0.9,0.2,0.1,0.2,0.2,0.4,0.1,0.2,0.1,0.6,0.1,0,0,0.1,0,0,0.1,0.1,0,1.1,1.6,0.3,0.1,0.1,0.1,0,0.3,0.1,0.2,0.2,0.4,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.1,0,8.2,0,0.1,2.8,0.1,16.8,0,0,38.3,0
"IMP_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2,0,0,44.2,0
"TXS_INT_FNL",342,119.6,3.4,113.5,0.1,589.9,37.4,31.4,87.7,172.9,125.4,29.6,43.1,53.3,336.1,15.3,6,4.3,10.5,11,4.5,17.6,183.4,5.4,262.2,324.4,723.9,345.1,154.5,27.7,2.6,131.8,22.5,70.3,22.1,70.5,73.4,67.6,74,105.2,32.2,71.1,13.7,28.3,0,5534.3,14.8,154.6,1312.6,0,0,902.9,0,0,12885.6
"TTL_INT_FNL",6264.6,1621.9,152.9,4164.3,21.4,14438.1,826.5,1580.6,2500.6,6406.8,3296.7,578.2,1522,1748.1,19369.6,1637.4,277.1,217.8,668.3,237.8,243.4,769.2,3086.8,137.9,11205.1,11361.7,5529,3055.7,1423.4,868.5,193.4,2443.3,802.1,3490.6,1138.1,4760.3,2884.6,3171.9,2396.9,2495.6,952.5,1791.5,531.8,792.5,0,83087.9,1086.5,15364.1,30675.6,2006.9,842.9,2001,65971,45445.3,379537.4
"VALU",4812.2,1270.8,280.7,14981.7,66.3,6611.7,1346.8,1391.7,2972.8,113.8,2072.5,468,605.3,848.6,14526.1,1302.8,306.1,87.2,509.6,100.4,178.3,897.8,3631.6,1014.4,7794.5,12123.7,4774.3,267.9,1315.7,2189.2,218.3,1850.2,455.1,2343.5,1605.3,5728.9,9591.7,8381.1,4025.8,5756.3,6251.2,4791.2,580.3,2263.6,0,0,0,0,0,0,0,0,0,0,142705
"OUTPUT",11076.8,2892.6,433.6,19145.9,87.7,21049.8,2173.3,2972.3,5473.4,6520.6,5369.2,1046.2,2127.3,2596.7,33895.7,2940.1,583.2,305,1178,338.3,421.7,1667,6718.4,1152.3,18999.5,23485.4,10303.2,3323.6,2739.1,3057.6,411.7,4293.5,1257.3,5834.1,2743.4,10489.2,12476.4,11552.9,6422.7,8251.9,7203.7,6582.7,1112.1,3056.1,0,0,0,0,0,0,0,0,0,0,275761.2
