"","D01T02","D03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"IMP_35",1,0.2,0,3.4,0,0.9,0.1,0.3,0.9,1.3,0.3,0,0.3,0.5,3.5,0.1,0.1,0.1,0.1,0.2,0,0.1,15.2,0.1,1,3,0.4,0.1,0.1,0.2,0,0.6,0.1,0.5,0.2,0.6,0.5,0.6,0.5,1.5,0.3,0.5,0,0.2,0,13.5,0,0,1.3,0,0.1,0,0,54.7,0
"IMP_36T39",0.2,0,0,0.2,0,0.2,0,0.1,0.2,0.1,0.1,0,0.1,0.1,0.4,0.1,0,0,0,0,0,0,0,0,0.5,0.7,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,1.4,0,0,0.9,0,0.1,0,0,6.2,0
"IMP_41T43",0.2,0.1,0,0.5,0,0.2,0,0.1,0.1,0.1,0.1,0,0.1,0.3,0.4,0.1,0,0,0.1,0,0,0.1,0.1,0,1.8,1.9,0.2,0.1,0.1,0.1,0,0.1,0,0.2,0.1,0.2,0.1,0.3,0.3,0.2,0,0.1,0,0,0,2.2,0,0,2.7,0,0.5,0,0,13.9,0
"IMP_45T47",66,22.7,0.6,43,0.1,76.8,13.3,7.7,21.9,30.5,35.9,7.6,25.4,13.6,33,7.5,3.1,2.9,6.6,3.7,2.8,8.7,5.8,0.4,129.1,171.9,46.8,11.9,12.3,5.8,0.5,19,6.6,9.3,8,8.8,3.8,21.8,29.3,22.1,3.9,20.3,7.7,9.9,0,884.9,0.4,3.3,278.8,0,25.8,0,0,2181.6,0
"IMP_49",18.9,5.7,0.3,16,0,24.1,2,3.5,7.2,14.9,10.2,1.2,5.9,8.3,15.2,3.5,1,0.9,2,0.3,1,2.4,4.3,0.1,44.1,65.8,15.4,6.8,3.6,2.6,0.3,4.7,1.6,1.6,1.6,2.7,0.8,5.1,8.2,5.3,1.1,4.7,1.8,2.5,0,216.5,0,0.8,56.2,0,42.6,0,0,645.4,0
"IMP_50",4.4,3.9,1.6,11.1,0,51.9,0.4,1.3,7.2,4,83.8,0.1,0.4,14.3,8.2,5,0.1,0.1,0.2,0,3.3,0.7,2.5,0,7.6,27.2,30.7,211.2,0.7,0.2,0.4,0.9,0.1,0.2,0.6,0.1,0.1,1.4,4.6,0.6,0.1,0.5,0.2,0.2,0,28.8,0,0.1,5.3,0,8.9,0,0,535.2,0
"IMP_51",2.6,2.6,1,1.5,0,3.3,0.4,0.3,0.7,1.2,2.1,0.2,0.9,0.9,1.4,0.5,0.7,0.3,0.5,0,0.2,0.4,0.6,0,8.9,33.6,1,0.9,30.4,1.9,2.7,1.5,0.4,2.7,2.4,6.9,0.7,9.5,2.6,11.2,0.6,1.5,3.5,0.1,0,152.4,0,0,3.5,0,24,0,0,325.2,0
"IMP_52",4.8,2.6,0.1,4.9,0,9.2,0.7,1.4,3,4,4.8,0.4,1.5,2.3,5,1,0.3,0.2,0.5,0.1,0.3,0.7,1.1,0,10.1,51.6,25.3,21.1,14.8,6.8,0.1,1.2,0.4,0.5,0.5,0.5,0.2,1.7,2,1.4,0.2,1,0.5,0.8,0,61.6,0,0.2,17,0,1.8,0,0,269.9,0
"IMP_53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0.7,0,0,2.7,0
"IMP_55T56",0.1,0.1,0,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.3,0.1,0.1,0,0,0,0,0,2.3,0.1,0,0.4,0,163.1,0,0,168.7,0
"IMP_58T60",0.7,0.6,0,0.6,0,2.4,0.4,0.1,0.7,0.2,1.1,0.3,0.4,0.4,0.5,0.2,0.2,0.1,0.2,0.8,0,0.2,0.4,0.1,1.3,18.5,0.5,0.5,0.5,3.3,1,1.3,6.4,16.2,9.8,12.2,2.7,35.7,19.1,3.7,2.5,1,0.4,1.4,0,69.8,5.8,0.3,4.6,0,3,0,0,232.3,0
"IMP_61",0.3,0.1,0,0.3,0,0.4,0,0,0.1,0.1,0.2,0,0.1,0.1,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0,0.6,2.9,0.3,0.1,0.1,0.3,0,0.4,0.2,14.6,0.9,2.1,0.2,1.7,1,0.9,0.3,0.5,0,0.2,0,32.1,0,0,1.2,0,8.7,0,0,71.7,0
"IMP_62T63",1.1,0.1,0,6.2,0,7.3,0.6,0.6,0.5,2,3.7,0.6,0.2,1,4.8,0.8,0.3,0.1,0.1,0,0.1,0.8,0.6,0.1,1.6,18,0.3,0.3,0.8,1.7,0.1,1.3,1.1,5.8,11.5,24.2,0.9,13.7,6.2,10.6,0.5,1.8,0.7,0.3,0,18.7,0,1.8,60.1,0,0.4,0,0,214.2,0
"IMP_64T66",11.5,5.9,0.5,11.2,0,12,1,1.5,3.7,10.2,4.8,0.3,2.4,2.7,8.6,1.4,1.2,0.7,0.7,0,0.3,1.2,6,0.7,22.5,45.7,11.2,1.2,1.8,9.1,0.3,5.9,2.1,10.7,3.4,105.4,11.8,15,20,15.9,8.3,6.4,1.9,2.1,0,100.1,0,5.2,0.8,0,9.7,0,0,504.9,0
"IMP_68",0.7,0.1,0,0.2,0,1.7,0.2,0.2,0.2,0.3,0.3,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.3,0.3,0,6.1,16.1,1.2,0,0.1,1,0.1,4.7,0.8,1.8,1.2,4.7,2.2,7.2,3.4,0.6,2.3,1.7,0.5,1.3,0,4.3,0,0,1.2,0,26.4,0,0,94.2,0
"IMP_69T75",6,2,0.6,11.8,0.9,13.4,1.3,1.4,1.1,2.4,6.2,0.7,1.8,2.3,15.9,1.3,0.6,0.4,0.9,2.3,0.2,1,3.8,0.7,26,41.2,1.1,0.6,1.4,2.4,1.4,5.5,2.3,15.9,6.7,17.6,7,34.5,13.8,3.6,3.3,7.9,1.1,2.1,0,23.2,0,1.4,35.8,0,4.5,0,0,339.7,0
"IMP_77T82",12.4,8.8,0.1,10.3,0,4.6,0.3,0.4,0.7,0.8,2.2,0,0.6,1.1,7.9,0.3,0.3,0.2,0.2,0,0.1,0.6,1.7,0.4,29.1,32.5,4.6,4.6,4.3,4.7,0.6,6.6,1.4,18.6,4.4,17.6,2.6,13.9,17,11.8,2.3,3,1.4,0.8,0,33.2,0,0,1.7,0,6.6,0,0,277.5,0
"IMP_84",0.6,0.2,0,3.3,0,0.9,0.1,0.1,0.2,0.2,0.4,0.1,0.2,0.3,3.7,0.3,0,0,0.1,0,0,0.1,0.1,0,1.8,2.8,0.6,0.4,0.3,0.2,0,0.2,0.3,0.4,0.3,0.9,0.1,1.6,0.5,0.5,0.1,0.2,0.1,0.1,0,7.2,0.1,0.1,4,0,2.8,0,0,36.8,0
"IMP_85",0.1,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0.1,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0,0,0,0,0,1.2,0,0,3.1,0,28.1,0,0,35.3,0
"IMP_86T88",0.2,0.1,0,0.2,0,0.2,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0.7,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.2,0,0.2,0.2,0.1,0,0.1,0,0,0,2.1,0,0,0.8,0,7.5,0,0,14.5,0
"IMP_90T93",0.1,0.1,0,0.2,0,0.2,0,0,0.1,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.1,0.1,0.1,0,0.2,5,0.2,1.7,0.7,0,18.3,0.4,4.4,0.1,0.1,1.9,0.2,0,37.6,3.3,2.6,0.3,0,17.4,0,0,97.1,0
"IMP_94T96",0.4,0.2,0,0.2,0,0.6,0.1,0,0.1,0.1,0.2,0,0.1,0.1,0.2,0,0,0,0,0,0,0.1,0.1,0,0.9,1.6,0.2,0,0,0.1,0,0.3,0.1,0.2,0.1,0.3,0.1,0.6,0.3,0.2,0.1,0.2,0.1,0.1,0,5.2,0,0,1.3,0,9.1,0,0,23.9,0
"IMP_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,20.1,0
"TXS_INT_FNL",190.5,78.7,1.5,80,0.3,280,16.3,12.3,29.5,45.3,43.5,20.5,20.9,23.3,80.4,8.9,4.8,4.2,6.2,9.8,2.3,10.1,49.7,1.5,159,264.9,403.5,147.6,66.7,12.5,2,82.4,13.5,44.5,12.9,44.5,42.1,69.1,63.5,53.7,16.6,21.8,13,18,0,2984.6,9.5,6.5,715.2,0,0,600.5,0,0,6888.3
"TTL_INT_FNL",4231.7,1196.8,91,3560.1,32.6,7120.7,353.5,636.7,980.3,3022.4,1653.3,295,746.2,864.5,6600.6,834.5,146.3,118,327.4,115.3,124.9,405.9,1392.4,49.6,6477.7,7550.5,2865.5,1744.6,731.9,548.3,96.7,1594.4,463.5,2017.6,659.2,2793.7,1356.6,3017.1,1953.1,1420.6,589.9,1049.1,345.9,550.5,0,45882.9,709.5,8864.7,15977.2,-116,484.7,1487.4,26084.6,23202.4,195303.7
"VALU",2781.3,634.6,86.8,5087.1,43.2,2791.2,654.2,762.9,1629.6,48,874.9,197.6,255.5,358.3,4590.5,550,140.7,38.3,202.1,41.7,76,379,1311.3,366.3,4114.4,5998.5,3078.5,172.8,848.4,1411.6,140.8,882.6,261.8,1348.2,923.5,3257.6,5841.2,3647.9,1752.2,3304.1,3873.9,2824.4,347,1353.6,0,0,0,0,0,0,0,0,0,0,69284.3
"OUTPUT",7012.9,1831.4,177.8,8647.2,75.8,9911.9,1007.7,1399.6,2609.9,3070.4,2528.2,492.6,1001.7,1222.7,11191.2,1384.4,287.1,156.3,529.6,156.9,201,785,2703.7,415.9,10592.1,13549,5944.1,1917.4,1580.2,1959.9,237.5,2477,725.3,3365.8,1582.7,6051.3,7197.8,6665,3705.3,4724.7,4463.9,3873.5,692.9,1904.1,0,0,0,0,0,0,0,0,0,0,142010.5
